   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   6.025159011444E-004   1.924924807706E-002   5.081203722820E+000
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   6.025158739714E-004   1.924924805765E-002   5.081203722866E+000
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.264646652948E-003   3.958342664783E-002   7.907203104364E+000
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.264646808100E-003   3.958342658941E-002   7.907203114136E+000
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.985184270364E-003   6.108810560389E-002   1.063700675043E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.985184279423E-003   6.108810582031E-002   1.063700690119E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   2.751694655134E-003   8.368401743814E-002   1.334571268505E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   2.751694650106E-003   8.368401764864E-002   1.334571285687E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   3.553567805099E-003   1.072297221920E-001   1.605034351503E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   3.553568009266E-003   1.072297228634E-001   1.605034390148E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   4.383991562243E-003   1.315513141137E-001   1.875690068801E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   4.383991719301E-003   1.315513145607E-001   1.875690100278E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   5.239005393727E-003   1.564599729868E-001   2.146758574553E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   5.239005686496E-003   1.564599729693E-001   2.146758585039E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   6.116344755177E-003   1.817696952335E-001   2.418346704301E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   6.116345067106E-003   1.817696951792E-001   2.418346715951E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   7.014677010860E-003   2.073123586634E-001   2.690532069386E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   7.014677216095E-003   2.073123591616E-001   2.690532075968E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   7.933189603672E-003   2.329461984096E-001   2.963385820758E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   7.933189838987E-003   2.329461995124E-001   2.963385876035E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   8.871387509028E-003   2.585574459944E-001   3.236977251862E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   8.871387315193E-003   2.585574470488E-001   3.236977254097E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   9.828980622910E-003   2.840575382679E-001   3.511373661976E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   9.828980810862E-003   2.840575388311E-001   3.511373665422E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.080582448416E-002   3.093786178620E-001   3.786640457104E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.080582418721E-002   3.093786176352E-001   3.786640463324E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.180187075686E-002   3.344690324769E-001   4.062841050668E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.180187081225E-002   3.344690318436E-001   4.062841057864E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.281713345188E-002   3.592895470844E-001   4.340036812735E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.281713363379E-002   3.592895467357E-001   4.340036815313E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.385165086307E-002   3.838103889945E-001   4.618287203697E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.385165112429E-002   3.838103886428E-001   4.618287207670E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.490546089506E-002   4.080090148850E-001   4.897650298160E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.490546113990E-002   4.080090144910E-001   4.897650304160E+001
   3.621088808610E-004  -2.542883990580E-001   0.000000000000E+000   1.597856968093E-002   4.318684212905E-001   5.178182240632E+001
