1 2 4   3.98950744367E+003  4.99381323581E+001  0.00000000000E+000 -1.04925563306E+001 -6.18676419300E-002
1 2 12   3.94948516275E+003  4.10839871201E+001  0.00000000000E+000 -1.05148372489E+001 -8.91601287994E+000
1 2 13   3.90980024893E+003  3.17927690974E+001  0.00000000000E+000 -1.01997510657E+001 -1.82072309026E+001
1 2 14   3.87036135588E+003  2.28631723791E+001  0.00000000000E+000 -9.63864412421E+000 -2.71368276209E+001
1 2 15   3.83098496174E+003  1.45927147221E+001  0.00000000000E+000 -9.01503825777E+000 -3.54072852779E+001
1 2 16   3.79178513504E+003  6.89302314823E+000  0.00000000000E+000 -8.21486495873E+000 -4.31069768518E+001
1 2 17   3.75269300481E+003  2.22572926248E-001  0.00000000000E+000 -7.30699518877E+000 -4.97774270738E+001
1 2 18   3.71362961031E+003 -5.45204618991E+000  0.00000000000E+000 -6.37038968741E+000 -5.54520461899E+001
1 2 19   3.67460900659E+003 -1.00165395691E+001  0.00000000000E+000 -5.39099341247E+000 -6.00165395691E+001
1 2 20   3.63561791219E+003 -1.33966150989E+001  0.00000000000E+000 -4.38208781487E+000 -6.33966150989E+001
1 2 21   3.59663797843E+003 -1.55473931676E+001  0.00000000000E+000 -3.36202156512E+000 -6.55473931676E+001
1 2 22   3.55765100801E+003 -1.64564844307E+001  0.00000000000E+000 -2.34899199353E+000 -6.64564844307E+001
1 2 23   3.51864218229E+003 -1.61414712271E+001  0.00000000000E+000 -1.35781770974E+000 -6.61414712271E+001
1 2 24   3.47960866504E+003 -1.46411022256E+001  0.00000000000E+000 -3.91334956822E-001 -6.46411022256E+001
1 2 25   3.44060223937E+003 -1.19351512358E+001  0.00000000000E+000  6.02239366723E-001 -6.19351512358E+001
1 2 26   3.40170622926E+003 -7.63383006257E+000  0.00000000000E+000  1.70622925992E+000 -5.76338300626E+001
1 2 27   3.36257484643E+003 -1.92684360338E+000  0.00000000000E+000  2.57484643370E+000 -5.19268436034E+001
1 2 28   3.32344114598E+003  4.49202562685E+000  0.00000000000E+000  3.44114598170E+000 -4.55079743731E+001
1 2 29   3.28386281273E+003  1.17321727729E+001  0.00000000000E+000  3.86281272782E+000 -3.82678272271E+001
1 2 30   3.24409062392E+003  1.92132928458E+001  0.00000000000E+000  4.09062391755E+000 -3.07867071542E+001
1 2 31   3.20412678570E+003  2.66266859904E+001  0.00000000000E+000  4.12678570284E+000 -2.33733140096E+001
1 2 32   3.16396020036E+003  3.36634782872E+001  0.00000000000E+000  3.96020036163E+000 -1.63365217128E+001
1 2 33   3.12357524047E+003  3.99933735183E+001  0.00000000000E+000  3.57524046638E+000 -1.00066264817E+001
1 2 34   3.08295768307E+003  4.52557519995E+001  0.00000000000E+000  2.95768306548E+000 -4.74424800045E+000
1 2 35   3.04210207496E+003  4.90510364335E+001  0.00000000000E+000  2.10207496314E+000 -9.48963566517E-001
1 2 36   3.00113636670E+003  5.03328560278E+001  0.00000000000E+000  1.13636669771E+000  3.32856027795E-001
1 2 37   2.96029425037E+003  4.98777536079E+001  0.00000000000E+000  2.94250373592E-001 -1.22246392097E-001
1 2 38   2.91970936443E+003  4.81909540336E+001  0.00000000000E+000 -2.90635569442E-001 -1.80904596640E+000
1 2 39   2.87928885070E+003  4.56515133047E+001  0.00000000000E+000 -7.11149302471E-001 -4.34848669527E+000
1 2 40   2.83901892419E+003  4.25205129287E+001  0.00000000000E+000 -9.81075813594E-001 -7.47948707133E+000
1 2 41   2.79888452224E+003  3.90342919198E+001  0.00000000000E+000 -1.11547776333E+000 -1.09657080802E+001
1 2 42   2.75887020955E+003  3.54045381954E+001  0.00000000000E+000 -1.12979044636E+000 -1.45954618046E+001
